ETC_20150317_000001	Kepa	케파
ETC_20150317_007985	สำหรับมอนสเตอร์เรียกตัว Smart Zen	스마트젠 소환 몬스터용
ETC_20150317_007986	Gairas Set	가이라스 세트
ETC_20150317_007987	อัตรโจมตี AoE ??	광역 공격 비율 ▲2 증가
ETC_20150317_007988	ความเสียหายคุณสมบัติสายฟ้า +30	전기 속성 공격력 ▲30 증가
ETC_20150317_007989	Zega Set	제가 세트
ETC_20150317_007990	ป้องกัน ??	방어력 ▲6 증가
ETC_20150317_007991	Magi Set	마기 세트
ETC_20150317_007992	ความเสียหายคุณสมบัติมืดเพิ่มเติม +30	암흑 속성 공격력 ▲30 증가
ETC_20150317_007993	Jude Set	주드 세트
ETC_20150317_007994	ความเร็วในการเคลื่อนที่ + 5	이동속도 ▲5 증가
ETC_20150317_007995	Ismin Set	이스민 세트
ETC_20150317_007996	ต้านทานคุณสมบัติไฟ +15	불 속성 저항력 ▲15 증가
ETC_20150317_007997	Poratore Set	포라포레 세트
ETC_20150317_007998	ความเสียหายคุณสมบัติศักดิ์สิทธิ์ +168 {nl} ความเสียหายคุณสมบัติมืด +168	신성 속성 공격력 ▲168{nl}어둠 속성 공격력 ▲168
ETC_20150317_007999	Cafrisun Set	카프리선 세트
ETC_20150317_008000	ฟื้นฟู HP +16	HP 회복 ▲16
ETC_20150317_008001	Stat ทั้งหมด +1	모든 스탯 ▲1
ETC_20150317_008002	ความเสียหายคุณสมบัติดิน +12	땅 속성 추가 대미지 ▲12
ETC_20150317_008003	Riena Set	리에나 세트
ETC_20150317_008004	ต้านทานคุณสมบัติไฟ +16	불 속성 저항력 ▲16
ETC_20150317_008005	ใช้ Skill Ready ในเกม	게임내에서 스킬레디를 사용함
ETC_20150317_008006	ไม่ Skill Ready จนกว่าแพ็กเกจจะมา	패킷이 오기전까지 스킬레디를 않함
ETC_20150317_008007	ปริมาณที่ได้รับ Overkill EXP (0~2)	오버킬 경험치 획득량 (0~2)
ETC_20150317_008008	ระดับความสำคัญของมุมเมื่อเล็งเป้าอัตโนมัติ (-10000~-1000)	자동타겟시 각도의 중요도 (-10000~-1000)
ETC_20150317_008009	ระดับความสำคัญของระยะเมื่อเล็งเป้าอัตโนมัติ (-100~-1000)	자동타겟시 거리의 중요도 (-100~-1000)
ETC_20150317_008010	ระดับความสำคัญของความสูงเมื่อเล็งเป้าอัตโนมัติ (-100~-1000)	자동타겟시 높이의 중요도 (-100~-1000)
ETC_20150317_008011	ระยะเพ่งเล็งเป้าหมาย (100~200)	타겟을 쳐다보는 거리(100~200)
ETC_20150317_008012	ความเร็วเคลื่อนที่ Decal เมื่อเล็งคีย์บอร์ด	키보드 타겟시에 데칼 이동속도
ETC_20150317_008013	เวลารีเซ็ต Knockdown Rank	넉다운 랭크 리셋시간
ETC_20150317_008014	เวลาสกิลคอมโบ้	스킬콤보시간
ETC_20150317_008015	จำนวนคอมโบ้ต่ำสุด	최소콤보갯수
ETC_20150317_008016	พลังโบนัสที่กระจายออกไปตอนกำจัดศัตรู	적을 죽였을 때 파편날라가는 보너스 파워
ETC_20150317_008017	จำนวน HIT สูงสุดของ Splash	스플래쉬 최고 히트개수
ETC_20150317_008018	เวลาที่โจมตีกลับได้	반격가능 타임
ETC_20150317_008019	เวลาคงสถานะการต่อสู้	전투상태 유지시간
ETC_20150317_008020	เวลาที่ให้ยกเลิก Just Frame หลังจาก HIT	HIT 이후 저스트 프레임 캔슬 허용시간
ETC_20150317_008021	ใช้ความเร็วได้เมื่อ PC เคลื่อนที่	PC가 이동시에 가속도를 사용하는가
ETC_20150317_008022	ระยะเวลาไม่ติดผลเมื่อเชื่อมต่อ PC ครั้งแรก	PC최초 접속시 무적시간
ETC_20150317_008023	ระยะเวลาไม่ติดผลของ PC Warp (เช่น SetPos)	PC Warp (SetPos등) 무적시간
ETC_20150317_008024	จำนวนออพชั่นสูงสุด	옵션 최대개수
ETC_20150317_008025	จำนวน Socket สูงสุด	소켓 최대개수
ETC_20150317_008026	จำนวน Socket สูงสุดของ Magic Amulet	매직어뮬렛 소켓 최대개수
ETC_20150317_008027	ความเร็วในการดูดไอเทมเข้ามา	아이템 빨려들어오는속도
ETC_20150317_008028	ความเร่งในการดูดไอเทมเข้ามา	아이템 빨려들어오는가속도
ETC_20150317_008029	ความยาวสูงสุดของ Item Memo	아이템 메모 최대길이
ETC_20150317_008030	ความยาวสูงสุดของชื่อไอเทมที่ผลิต	제작 아이템 이름 최대길이
ETC_20150317_008031	ช่วงเวลาส่งแพ็กเกจซิงโครไนซ์การเคลื่อนที่	이동동기화패킷전송텀
ETC_20150317_008032	สันนิษฐานว่าโซนไม่ลดลง จำกัดกำลังการผลิต	존이안떨어지는것을가정한다. 성능에 제한
ETC_20150317_008033	ระยะที่ซิงโครไนซ์ได้สูงสุดของ PC	PC의 최대 동기화 허용거리
ETC_20150317_008034	การส่งแพ็กเกจ Stamina ล่าช้า	스태미터 패킷 전송 딜레이
ETC_20150317_008035	จำนวน PC สูงสุดต่อหน้า Ranking	랭킹 페이지당 최대 PC개수
ETC_20150317_008036	เวลาตรวจสอบการเปลี่ยนทิศทางของ PC	PC방향전환 동기화 체크시간
ETC_20150317_008037	รีเซ็ตแรงกิ้งรายวัน	일일 랭킹 리셋시간
ETC_20150317_008038	วันที่รีเซ็ตแรงกิ้งรายสัปดาห์	주간 랭킹 리셋 요일
ETC_20150317_008039	เวลารอรีเซ็ต btree มอนสเตอร์ ถ้าไม่มี pc อยู่บริเวณใกล้เคียงกับมอนสเตอร์ จะสร้าง btree อีกครั้งหลังจากเวลาที่กำหนด  และเมื่อกำจัด scriptRefCount ที่ถูก btree จับอยู่ pc ซอมบี้จะหายไป	몬스터 btree 초기화 대기시간. 몬스터주변에 pc없으면 정해진 시간후에 btree를 다시만든다. btree에 잡혀있는 scriptRefCount를 없애서 좀비pc를 없앤다.
ETC_20150317_008040	เวลาตรวจสอบการส่ง property อัตโนมัติของ Section Object	세션오브젝트 자동 프로퍼티 전송 체크타임
ETC_20150317_008041	ตรวจสอบซอมบี้ ArgObj ของ Section Object	세션오브젝트의 ArgObj 좀비 체크
ETC_20150317_008042	ระยะที่ไอเทมเข้ามา	아이템 들어오는 거리
ETC_20150317_008043	ระยะที่ไอเทมเงินเข้ามา	돈 아이템 들어오는 거리
ETC_20150317_008044	BLENDTIME เมื่อ destroy SLOW ของ Force Effect	포스이펙트 destroy SLOW타입시 블랜드 타임
ETC_20150317_008045	เวลาที่ช่วยบันทึกคอนเทนท์อย่างเช่น Wiki Property เป็นรอบๆ	위키프로퍼티 등 콘텐츠를 주기적으로 저장해주는 시간
ETC_20150317_008046	จำนวนการบันทึกไอเทมดร็อป Wiki	위키 드랍아이템 저장개수
ETC_20150317_008047	จำนวนการบันทึกไอดีแผนที่ Wiki	위키 맵 아이디 저장개수
ETC_20150317_008048	จำนวนการบันทึกความเสียหายสูงสุด Wiki	위키 최고 데미지 저장개수
ETC_20150317_008049	จำนวนการบันทึกการโจมตีมอนสเตอร์สูงสุด Wiki	위키 최고 몬스터 공격 저장개수
ETC_20150317_008050	จำนวนการบันทึกมอนสเตอร์ดร็อปไอเทม Wiki	위키 아이템 드랍 몬스터 저장개수
ETC_20150317_008051	จำนวนการบันทึกเควสท์ไอเทม Wiki	위키 아이템 퀘스트 저장개수
ETC_20150317_008052	Wiki Rank Count	위키 상위 랭커 카운트
ETC_20150317_008053	จำนวนแบบสำรวจสูงสุด	설문조사 지문 최대개수
ETC_20150317_008054	อัตราส่วนของระยะระหว่าง 3DMax กับเกมจริง	3DMax와 실제게임간의 거리비율
ETC_20150317_008055	ฟิกซ์ความเร็วเคลื่อนที่ทั้งหมดของเซิร์ฟเวอร์	서버전체이동속도픽스
ETC_20150317_008056	ความเร็วภาพเคลื่อนไหว	레디애니속도
ETC_20150317_008057	ความเร็วภาพเคลื่อนไหว CAST	CAST애니속도
ETC_20150317_008058	ความเร็วของการโจมตีเคลื่อนไหว	공격애니속도
ETC_20150317_008059	Channel Update Term	채널 업데이트 Term
ETC_20150317_008060	เวลาอัพเดทการติดตามมอนสเตอร์	몬스터의Chase업데이트타임
ETC_20150317_008061	เวลาสูงสุดของสกิลการไล่ล่าของหัวหน้ามอนสเตอร์ เป้าหมายถูกยกเลิกเมื่อเกินเวลาที่กำหนด	보스몬스터의 skill Chase 최대 시간. 이시간 지나가면 타겟을 해제한다.
ETC_20150317_008062	ควบคุมจำนวน Gold ที่ดรอป	드랍된 골드량을 조종.
ETC_20150317_008063	ควบคุมอัตราการดรอปไอเทม	아이템 드랍율을 조종.
ETC_20150317_008064	ควบคุมอัตราการดรอปโซน	존 드랍율을 뒤에서 조종.
ETC_20150317_008065	ควบคุมอัตราการดรอป Boss	보스 드랍율을 조종.
ETC_20150317_008066	ควบคุมอัตรา EXP ของมอนสเตอร์	몬스터 경험치을 조종.
ETC_20150317_008067	ควบคุมสถานะมอนสเตอร์	몬스터 체력을 조종.
ETC_20150317_008068	ควบคุมการโจมตีของมอนสเตอร์	몬스터의 공격력을 조종.
ETC_20150317_008069	ความคุมการป้องกันของมอนสเตอร์	몬스터의 방어력을 조종.
ETC_20150317_008070	การปรับปรุง DPK	DPK조절
ETC_20150317_008071	ระยะการแสดง UI ของสิ่งบกพร่องของมอนสเตอร์	몬스터 약점스킬 ui보여주는 거리
ETC_20150317_008072	จำกัดระดับ PC เมื่อแสดงสิ่งบกพร่องของมอนสเตอร์	몬스터 약점 보여줄 PC레벨 제한
ETC_20150317_008073	เวลาอัพเดทอันดับในวิกิ	위키랭킹 업데이트시간
ETC_20150317_008074	ความยาวสูงสุด Mike	외치기 최대길이(바이트)
