SKILL_20150317_000001	Attack	공격
SKILL_20150401_003157	ขณะกำลังจับศัตรูมัดเชือก สามารถจับมอนสเตอร์ระดับบอสได้ด้วย	적을 줄에 묶어 잡고 있습니다. 보스 몬스터도 잡고 있을 수 있습니다.
SKILL_20150401_003158	ระยะเวลาสูงสุด 10 วินาที	최대 지속시간 10초
SKILL_20150401_003159	Base Camp	베이스 캠프 설치
SKILL_20150401_003160	สร้างเบสแคมป์บนฟิลด์ สมาชิกปาร์ตี้สามารถใช้เบสแคมป์เป็นโกดังส่วนตัวและวาร์ปไปเบสแคมป์ได้ตามใจชอบ	필드 위에 거점을 설치합니다. 거점을 통해 파티원들은 개인 창고를 이용할 수 있으며 거점으로 자유롭게 워프할 수 있습니다.
SKILL_20150401_003161	ระยะเวลา #{CaptionRatio}# ชั่วโมง	지속시간 #{CaptionRatio}#시간
SKILL_20150401_003162	ตั้งโต๊ะอาหารเพื่อแบ่งปันอาหารกับสมาชิกปาร์ตี้ ตั้งได้เฉพาะบริเวณเบสแคมป์และถ้าเบสแคมป์ถูกรื้อ โต๊ะอาหารก็หายไปด้วย	파티원들과 함께 음식을 먹을 수 있는 배식대를 설치합니다. 거점 주변에서만 설치 할 수 있고, 거점이 철거되면 배식대도 같이 철거됩니다.
SKILL_20150401_003163	เพิ่มประสิทธิผลของอาหารในแต่ละเลเวลสกิล	스킬 레벨별로 음식의 효능 증가
SKILL_20150401_003164	ปักธงที่ช่วยเพิ่มความสามารถต่อสู้ของกลุ่มโจรสลัดลงบนพื้น ติดฟีเวอร์ คอมโบ้ เมื่อจัดการศัตรูต่อเนื่อง	해적단의 전투 능력을 고양시키는 깃발을 지면에 꽂습니다. 적을 연속으로 잡으면 피버 콤보가 발동됩니다.
SKILL_20150401_003165	ระยะเวลาธง: 30 วินาที	깃발 지속시간 30초
SKILL_20150401_003166	จับศัตรูด้วยตะขอ	적을 갈고리로 포획합니다.
SKILL_20150401_003167	Capture Time: 5 วินาที	포획 시간 5초
SKILL_20150401_003168	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}ใช้ Iron Hook ดึงศัตรู ศัตรูจะได้รับความเสียหายทุกครั้งที่ถูกดึง	{#DD5500}{ol}[물리] - [타격]{/}{/}{nl}아이언 후크로 포획한 적을 끌고 옵니다. 적은 끌려올 때마다 피해를 받습니다.
SKILL_20150401_003169	โจมตี #{SkillFactor}#% + #{SkillAtkAdd}#{nl}#{CaptionRatio}# ตีต่อเนื่อง	공격력 #{SkillFactor}#% + #{SkillAtkAdd}#{nl}#{CaptionRatio}#연타
SKILL_20150401_003170	เปิดกล่องสมบัติที่ถูกล็อกอยู่ได้	잠겨 있는 보물상자를 열 수 있습니다.
SKILL_20150401_003171	เปิดกล่องสมบัติที่ต่ำกว่า LV#{CaptionRatio}# ได้	LV#{CaptionRatio}# 보물상자 이하 열기 가능
SKILL_20150401_003172	เชื่อมโยงการโจมตีพื้นฐานกับการโจมตีด้วยดาบสั้นได้อย่างรวดเร็วเป็นเวลาชั่วคราว	일시적으로 기본 공격과 단검 공격을 빠르게 연계 할 수 있습니다.
SKILL_20150401_003173	ใช้ดาบสั้นได้โดยไม่ดีเลย์หลังการโจมตีพื้นฐาน	기본 공격 모션 후 딜레이 없이 단검 사용 가능
SKILL_20150401_003174	สร้างฟอร์เมชั่นเพื่อระดมพล	부대원을 모집할 수 있는 포메이션을 펼칩니다.
SKILL_20150401_003175	รองรับทหารได้ #{CaptionRatio}# คน	부대원 #{CaptionRatio}#명 수용 가능
SKILL_20150401_003176	เปลี่ยนเป็นฟอร์เมชั่น Phalanx ทุกบล็อกของทหารจะมุ่งตรงไปที่แถวหน้าสุด 3 คน	포메이션을 팔랑크스 포메이션으로 변경합니다. 부대원의 모든 블럭을 맨 앞열 3명에게 몰아줍니다.
SKILL_20150401_003177	เพิ่มบล็อกทหารหน้าสุด{nl}บล็อกของทหารที่เหลือ : 0 บล็อก	맨 앞 부대원 블럭 증가{nl}나머지 부대원 블럭 0
SKILL_20150401_003178	เปลี่ยนเป็นฟอร์เมชั่น Tersio พลังป้องกันของทหารแถวหน้าเพิ่มขึ้นและเรียกความสนใจของศัตรู	포메이션을 테르시오 포메이션으로 변경합니다. 앞열 부대원의 방어력이 증가하고 적의 주의를 끕니다.
SKILL_20150401_003179	พลังป้องกัน + #{CaptionRatio}#	방어력 #{CaptionRatio}# 증가
SKILL_20150401_003180	เปลี่ยนเป็นฟอร์เมชั่น Winged พลังป้องกันของศัตรูที่อยู่ด้านหน้าลดลง	포메이션을 윙드 포메이션으로 변경합니다. 윙드 포메이션 앞에 있는 적들은 방어력이 감소합니다.
SKILL_20150401_003181	พลังป้องกัน - #{CaptionRatio}#%	방어력 #{CaptionRatio}#% 감소
SKILL_20150401_003182	เปลี่ยนเป็นฟอร์เมชั่น Wedge พลังโจมตีของทหารที่อยู่หน้าสุดเปลี่ยนเป็นตีต่อเนื่อง	포메이션을 웨지 포메이션으로 변경합니다. 맨 앞에 있는 부대원의 공격이 연타로 적용됩니다.
SKILL_20150401_003183	#{CaptionRatio}# ตีต่อเนื่อง	공격 시 #{CaptionRatio}#연타
SKILL_20150401_003184	เปลี่ยนเป็นฟอร์เมชั่น Schiltron ทหารทุกนายยืนชูอาวุธ เมื่อศัตรูเข้ามาโดนฟอร์เมชั่นจะลอยออกไปไกล	포메이션을 스킬트론 포메이션으로 변경합니다. 모든 부대원들은 무기를 치켜 든채로 서있고, 포메이션에 닿은 적은 멀리 날아갑니다.
SKILL_20150401_003185	ศัตรูที่เข้ามาใกล้ถูกผลักอย่างแรง	다가오는 적이 크게 밀려남
SKILL_20150401_003186	เปลี่ยนเป็นฟอร์เมชั่น Testudo ทหารทุกนายค่อยๆ เคลื่อนพลในท่าตั้งโล่ไว้ข้างหน้า	포메이션을 테스튜도 포메이션으로 변경합니다. 모든 부대원들이 방패를 앞 세운 방어적인 자세로 천천히 이동합니다.
SKILL_20150401_003187	พลังโจมตี - #{CaptionRatio}#%{nl}พลังป้องกันเพิ่มขึ้นตามพลังโจมตีที่ลดลงไป	공격력 #{CaptionRatio}#% 감소{nl}감소된 공격력 만큼 방어력 증가
SKILL_20150401_003188	เปลี่ยนทิศทางของฟอร์เมชั่น	포메이션의 방향을 변경합니다.
SKILL_20150401_003189	ทิศทางที่เห็นคือด้านหน้า	보고 있는 방향이 정면이 됨
SKILL_20150401_003190	ทุกครั้งที่ถูกโจมตี ความเร็วโจมตีและพลังโจมตีของตัวเองจะเพิ่มขึ้น ส่วนพลังป้องกันลดลง	자신의 공격속도가 증가하며, 공격을 받을 때마다 자신의 공격력은 증가하고, 방어력은 감소합니다.
SKILL_20150401_003191	พลังโจมตี + #{CaptionRatio}#% {nl}พลังป้องกัน - #{CaptionRatio}#%{nl}ซ้ำได้สูงสุด #{CaptionRatio2}# ครั้ง{nl}ระยะเวลา #{CaptionTime}# วินาที	공격력 #{CaptionRatio}#% 증가{nl}방어력 #{CaptionRatio}#% 감소{nl}최대 중첩 #{CaptionRatio2}#회{nl}지속시간 #{CaptionTime}#초
SKILL_20150401_003192	ถึงจะได้รับความเสียหาย แต่ตัวก็ไม่แข็งทื่อและไม่กระเด็นถอยหลังหรือล้มลงไปเป็นเวลาชั่วคราว	일시적으로 피해를 입어도 몸이 경직되지 않으며, 밀려나거나 넘어지지도 않습니다.
SKILL_20150401_003193	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}ใช้หลังดาบฟาดใส่ศัตรู	{#DD5500}{ol}[물리] - [타격]{/}{/}{nl}검을 거꾸로 쥐어 적을 후려칩니다. 
SKILL_20150401_003194	จัดการศัตรูภายในจำนวนครั้งการโจมตีที่กำหนดเพื่อรับ EXP และของตอบแทนเพิ่ม แต่ในขณะที่เอฟเฟกต์ยังมีผลจะได้รับความเสียหายและถูกปรับโทษต่อสู้ไม่ได้เพิ่มขึ้น	정해진 공격 횟수 안에 적을 죽이면 경험치와 보상을 더 받습니다. 하지만 효과가 지속될 동안 받는 피해와 전투불능 패널티도 증가합니다.
SKILL_20150401_003195	จำกัดการโจมตี: #{CaptionRatio}# ครั้ง{nl}EXP 2 เท่า, โอกาสดร็อป 2 เท่า	공격 #{CaptionRatio}#회 제한{nl}경험치 2배, 드랍률 2배
SKILL_20150401_003196	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}แทงศัตรูอย่างรุนแรง	{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}쓰러진 적을 검으로 깊게 찌릅니다.
SKILL_20150401_003197	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}หมุนอย่างรวดเร็วเพื่อสร้างความเสียหายให้กับศัตรูโดยรอบ	{#DD5500}{ol}[물리] - [베기]{/}{/}{nl}빠르게 회전 하면서 주변 적들에게 피해를 줍니다.
SKILL_20150401_003198	ทำให้มือขวาของเป้าหมายใหญ่ขึ้นพร้อมกับเพิ่มพลังป้องกัน	대상의 오른손을 크게하여 방어력을 상승시킵니다.
SKILL_20150401_003199	ป้องกันกายภาพ: +#{CaptionRatio}#{nl}ป้องกันเวทย์: +#{CaptionRatio}#{nl}ระยะเวลา: #{CaptionTime}# วินาที	물리 방어력 #{CaptionRatio}# 증가{nl}마법 방어력 #{CaptionRatio}# 증가{nl}지속시간 #{CaptionTime}#초
SKILL_20150401_003200	ทำให้ศีรษะของเป้าหมายใหญ่ขึ้นพร้อมกับเพิ่ม INT	대상의 머리를 크게하여 지능을 상승시킵니다.
SKILL_20150401_003201	INT: +#{CaptionRatio}#{nl}ระยะเวลา: #{CaptionTime}# วินาที	지능 #{CaptionRatio}# 증가{nl}지속시간 #{CaptionTime}#초
SKILL_20150401_003202	สร้างฝนตกในพื้นที่เป้าหมาย ทำให้ศัตรูที่อยู่ในพื้นที่ติดสถานะผิดปกติ	지정한 위치에 비를 내리게 합니다. 비는 다양한 효과를 부여합니다.
SKILL_20150401_003203	เรียกปีศาจ Grimore	그리모어의 악마를 소환합니다.
SKILL_20150401_003204	เรียกมอนสเตอร์ประเภทปีศาจ{nl}ที่ใส่ไว้ใน Grimore	그리모어에 등록한{nl}악마형 보스 소환
SKILL_20150401_003205	สั่งให้เหล่าปีศาจเคลื่อนที่และโจมตี	악마들에게 이동 및 공격 명령을 내립니다.
SKILL_20150401_003206	ต้องใช้ปีศาจที่ถูกเรียก{nl}Max Lv.: 1	소환된 악마 필요{nl}1레벨 마스터
SKILL_20150401_003207	ขี่ปีศาจ Grimore	그리모어 악마 위에 탑승합니다.
