ITEM_20150317_000001	Empty_helmet	없음_helmet
ITEM_20150323_004233	ถุงยาที่ Butler Valen สั่งจาก Klaipeda ซึ่งประกอบไปด้วยยาที่ใช้ในการรักษาโรคภายใน	집사 바른이 클라페다에서 주문한 약 주머니. 속병을 치료할 약이 들어 있다.
ITEM_20150323_004234	Beeteross Leaf	비테로스의 잎사귀
ITEM_20150323_004235	ใบไม้ที่เคยอยุ่บนศีรษะของBeeteros ซึ่งง่ายต่อการใช้งาน	비테로스의 머리에 달려 있던 잎사귀. 일부에서는 유용하게 사용되는 듯 하다.
ITEM_20150323_004236	Black Ridimed Sap	검은 리디메드 수액
ITEM_20150323_004237	ตัวอย่างมอนสเตอร์ที่ร้องขอ โดยนักวิจัย Gareth	연구원 가레스가 부탁한 몬스터의 표본
ITEM_20150323_004238	Tough Orange Sakmoli Stem	주홍 사크몰리의 질긴 줄기
ITEM_20150323_004239	Pink Chupaluka Heart	분홍 츄파루카의 심장
ITEM_20150323_004240	ตัวอย่างมอนสเตอร์ที่ถูกร้องขอโดย Pyromancer	파이로맨서가 요청한 몬스터의 표본
ITEM_20150323_004241	วัสดุที่ใช้ในงานวิจัยของ Pyromancer	파이로맨서의 연구 자료.
ITEM_20150323_004242	Frenzy Antidote	광폭화를 해독할 수 있는 약
ITEM_20150323_004243	Magic Circle Inscribed Leather	마법진이 새겨진 가죽
ITEM_20150323_004244	ชิ้นส่วนจากแท่นบูชา	제단을 파괴했을 때 나온 조각 파편
ITEM_20150323_004245	Hunter Master's Detox Solvent	헌터 마스터가 준 약
ITEM_20150323_004246	Ridimed Leaf	리디메드의 풀잎
ITEM_20150323_004247	ส่วนผสมสำหรับทำยาถอนพิษ	해독제를 만들기 위한 재료
ITEM_20150323_004248	Mysterious Poison	정체불명의 독
ITEM_20150323_004249	พิษที่พบจากกริซนิรนาม	정체불명의 단검에서 나온 독
ITEM_20150323_004250	หุ่นไล่กาที่สร้างขึ้นโดย  Louise	루이즈가 만든 허수아비
ITEM_20150323_004251	Monster Suppression Device	마력 정화 장치
ITEM_20150323_004252	อุปกรณ์สำหรับหยุดยั้งการเจริญเติบโตของพืช	식물 생장을 억제하는 장치
ITEM_20150323_004253	Small Plant Control Device	작은 식물 억제 장치
ITEM_20150323_004254	อุปกรณ์สำหรับควบคุมพืชที่นักวิจัย Gareth ได้มอบให้คุณ	연구원 가레스가 준 식물 억제 장치
ITEM_20150323_004255	Antidote Recipe	해독제 레시피
ITEM_20150323_004256	สูตรยาแก้พิษที่เขียนโดย  Hunter Master	헌터 마스터가 적어준 해독제 레시피
ITEM_20150323_004257	Black Ridimed Essence	검은 리디메드의 정수
ITEM_20150323_004258	Vermilion Sharkmolly Essence	주홍 사크몰리의 정수
ITEM_20150323_004259	Free Dungeon test item	프리던전 테스트 아이템
ITEM_20150401_004260	Armband I	암밴드 I
ITEM_20150401_004261	Old Gladius	오래된 글라디우스
ITEM_20150401_004262	Crude Falchion	크루드 폴쳔
ITEM_20150401_004263	Crude Kaskara	크루드 카스카라
ITEM_20150401_004264	Old Shamshir	오래된 샴시르
ITEM_20150401_004265	Old Scimitar	오래된 시미터
ITEM_20150401_004266	Old Kaskara	오래된 카스카라
ITEM_20150401_004267	Superior Gladius	슈페리어 글라디우스
ITEM_20150401_004268	Superior Falchion	슈페리어 폴쳔
ITEM_20150401_004269	Superior Cinquedea	슈페리어 친퀘데아
ITEM_20150401_004270	Superior Sabre	슈페리어 사브르
ITEM_20150401_004271	Superior Shamshir	슈페리어 샴시르
ITEM_20150401_004272	Old Colossus	오래된 콜로서스
ITEM_20150401_004273	Superior Flamberge	슈페리어 플랑베르쥬
ITEM_20150401_004274	Superior Nodachi	슈페리어 노다치
ITEM_20150401_004275	Superior Claymore	슈페리어 클레이모어
ITEM_20150401_004276	Old Short Rod	오래된 숏 로드
ITEM_20150401_004277	Crude Long Rod	크루드 롱 로드
ITEM_20150401_004278	Crude Cane Rover	크루드 케인 로버
ITEM_20150401_004279	Old Puter Rod	오래된 퓨터 로드
ITEM_20150401_004280	Old Owl Rod	오래된 아울 로드
ITEM_20150401_004281	Old Cane Rover	오래된 케인 로버
ITEM_20150401_004282	Superior Short Rod	슈페리어 숏 로드
ITEM_20150401_004283	Superior Long Rod	슈페리어 롱 로드
ITEM_20150401_004284	Superior Cane	슈페리어 케인
ITEM_20150401_004285	Superior Crook	슈페리어 크룩
ITEM_20150401_004286	Superior Puter Rod	슈페리어 퓨터 로드
ITEM_20150401_004287	Old Light Bow	오래된 라이트 보우
ITEM_20150401_004288	Crude Short Bow	크루드 숏 보우
ITEM_20150401_004289	Crude Longbow	크루드 롱 보우
ITEM_20150401_004290	Old Rokas Bow	오래된 로카스 보우
ITEM_20150401_004291	Old Gorithos	오래된 고리토스
ITEM_20150401_004292	Old Long Bow	오래된 롱 보우
ITEM_20150401_004293	Superior Light Bow	슈페리어 라이트 보우
ITEM_20150401_004294	Superior Short Bow	슈페리어 숏 보우
ITEM_20150401_004295	Superior Composite Bow	슈페리어 컴포지트 보우
ITEM_20150401_004296	Superior Self Bow	슈페리어 셀프 보우
ITEM_20150401_004297	Superior Rokas Bow	슈페리어 로카스 보우
ITEM_20150401_004298	Crude Light Crossbow	크루드 라이트 크로스보우
ITEM_20150401_004299	Crude Crossbow	크루드 크로스보우
ITEM_20150401_004300	Old Oak Crossbow	오래된 오크 크로스보우
ITEM_20150401_004301	Old Seal Crossbow	오래된 씰 크로스보우
ITEM_20150401_004302	Superior Light Crossbow	슈페리어 라이트 크로스보우
ITEM_20150401_004303	Superior Dokyu	슈페리어 도큐
ITEM_20150401_004304	Superior Quarrel Bow	슈페리어 쿼렐보우
ITEM_20150401_004305	Superior Oak Crossbow	슈페리어 오크 크로스보우
ITEM_20150401_004306	Superior Crossbow	슈페리어 크로스보우
ITEM_20150401_004307	Old Wooden Club	오래된 우든 클럽
ITEM_20150401_004308	Crude Mace	크루드 메이스
ITEM_20150401_004309	Old Goedendag	오래된 고덴닥
ITEM_20150401_004310	Old Warpick	오래된 워픽
ITEM_20150401_004311	Old Mace	오래된 메이스
ITEM_20150401_004312	Superior Wooden Club	슈페리어 우든 클럽
ITEM_20150401_004313	Superior Iron Club	슈페리어 아이언 클럽
ITEM_20150401_004314	Superior Morning Star	슈페리어 모닝스타
ITEM_20150401_004315	Superior Maul	슈페리어 마울
ITEM_20150401_004316	Superior Goedendag	슈페리어 고덴닥
ITEM_20150401_004317	Battle Maul	배틀 마울
ITEM_20150401_004318	Old Wooden Buckler	오래된 우든 버클러
ITEM_20150401_004319	Old Wooden Kite shield	오래된 우든 카이트 실드
ITEM_20150401_004320	Superior Kite Shield	슈페리어 카이트 실드
ITEM_20150401_004321	Superior Short Spear	슈페리어 숏 스피어
ITEM_20150401_004322	Superior Espontoon	슈페리어 에스폰툰
ITEM_20150401_004323	Crude Wooden Staff	크루드 우든 스태프
ITEM_20150401_004324	Crude Oak Staff	크루드 오크 스태프
ITEM_20150401_004325	Superior Wooden Staff	슈페리어 우든 스태프
ITEM_20150401_004326	Superior Staff	슈페리어 스태프
ITEM_20150401_004327	Superior Ju Staff	슈페리어 쥬 스태프
ITEM_20150401_004328	Superior Ubuko Staff	슈페리어 우보코 스태프
ITEM_20150401_004329	Superior Steel Staff	슈페리어 스틸 스태프
ITEM_20150401_004330	Superior Square Staff	슈페리어 스퀘어 스태프
ITEM_20150401_004331	Revolver	리볼버
ITEM_20150401_004332	Snaphance	스내펀스
ITEM_20150401_004333	Long Pistol	롱 피스톨
ITEM_20150401_004334	Grima Gloves	그리마 글로브
ITEM_20150401_004335	Unfinished tooltip.	미완성 툴팁입니다.
ITEM_20150401_004336	Grima Boots	그리마 부츠
ITEM_20150401_004337	Forest Gloves	포레스트 글로브
ITEM_20150401_004338	Forest Boots	포레스트 부츠
ITEM_20150401_004339	Superior Scale Gloves	슈페리어 스케일 글로브
ITEM_20150401_004340	Superior Scale Boots	슈페리어 스케일 부츠
ITEM_20150401_004341	Superior Scale Leggings	슈페리어 스케일 레깅스
ITEM_20150401_004342	Superior Scale Mail	슈페리어 스케일 메일
ITEM_20150401_004343	Regal Gloves	리갈 글로브
ITEM_20150401_004344	Regal Boots	리갈 부츠
ITEM_20150401_004345	Old Hard Leather Gloves	오래된 하드 레더 글로브
ITEM_20150401_004346	Old Hard Leather Boots	오래된 하드 레더 부츠
ITEM_20150401_004347	Old Hard Leather Pants	오래된 하드 레더 팬츠
ITEM_20150401_004348	Old Hard Leather Armor	오래된 하드 레더 아머
ITEM_20150401_004349	Old Chain Gloves	오래된 체인 글로브
ITEM_20150401_004350	Old Chain Boots	오래된 체인 부츠
ITEM_20150401_004351	Old Chain Pants	오래된 체인 팬츠
ITEM_20150401_004352	Old Chainmail	오래된 체인 메일
ITEM_20150401_004353	Old Steel Chain Gloves	오래된 스틸 체인 글로브
ITEM_20150401_004354	Old Steel Chain Boots	오래된 스틸 체인 부츠
ITEM_20150401_004355	Old Steel Chain Pants	오래된 스틸 체인 팬츠
ITEM_20150401_004356	Old Steel Chainmail	오래된 스틸 체인 메일
ITEM_20150401_004357	Superior Quilted Pants	슈페리어 퀼트 팬츠
ITEM_20150401_004358	Superior Quilted Armor	슈페리어 퀼트 아머
ITEM_20150401_004359	Superior Regal Gloves	슈페리어 리갈 글로브
ITEM_20150401_004360	Superior Regal Boots	슈페리어 리갈 부츠
ITEM_20150401_004361	Superior Regal Pants	슈페리어 리갈 팬츠
ITEM_20150401_004362	Superior Regal Robe	슈페리어 리갈 로브
ITEM_20150401_004363	Superior Brigandine Gloves	슈페리어 브리간딘 글로브
ITEM_20150401_004364	Superior Brigandine Boots	슈페리어 브리간딘 부츠
ITEM_20150401_004365	Superior Brigandine Pants	슈페리어 브리간딘 팬츠
ITEM_20150401_004366	Superior Brigandine Armor	슈페리어 브리간딘 아머
ITEM_20150401_004367	Full Plate Gauntlets	풀 플레이트 건틀릿
ITEM_20150401_004368	Full Plate Greaves	풀 플레이트 그리브
ITEM_20150401_004369	Full Plate Leggings	풀 플레이트 레깅스
ITEM_20150401_004370	Full Plate Armor	풀 플레이트 아머
ITEM_20150401_004371	Fedimian Gloves	페디미안 글로브
ITEM_20150401_004372	Fedimian Boots	페디미안 부츠
ITEM_20150401_004373	Fedimian Pants	페디미안 팬츠
ITEM_20150401_004374	Fedimian Robe	페디미안 로브
ITEM_20150401_004375	Fedimian Leather Gloves	페디미안 레더 글로브
ITEM_20150401_004376	Fedimian Leather Boots	페디미안 레더 부츠
ITEM_20150401_004377	Fedimian Leather Pants	페디미안 레더 팬츠
ITEM_20150401_004378	Fedimian Leather Armor	페디미안 레더 아머
ITEM_20150401_004379	Fedimian Gauntlets	페디미안 건틀릿
