QUEST_LV_0400_20161005_000001	Kedoran Alliance Merchant Alta	Kedoran Alliance Merchant Alta
QUEST_LV_0400_20161005_000392	I don't think that the legends written in that book are works of pure fiction.{nl}I don't know what we'll find but I will be able to solidify my position in the Merchant Alliance...	ฉันไม่คิดว่าตำนานที่ถูกเขียนในหนังสือเล่มนี้เป็นเรื่องที่แต่งขึ้นมา{nl}ฉันไม่รู้ว่าอะไรที่เราควรจะค้นหาแต่ฉันจะแสดงศักยภาพหน้าที่ของฉันอย่างแข็งขันใน Merchant Alliance...
QUEST_LV_0400_20161005_000393	Mercenary Heranda	Mercenary Heranda
QUEST_LV_0400_20161005_000394	No! {nl}No!	ไม่! {nl}ไม่!
QUEST_LV_0400_20161005_000395	{nl}No...	{nl}ไม่...
QUEST_LV_0400_20161005_000396	Who are you!{nl}Have you come to kill me as well?	คุณคือใคร!{nl}คุณมาเพื่อสังหารฉันเช่นกัน?
QUEST_LV_0400_20161005_000397	{nl}It's a person...{nl}I don't recognize you though...	{nl}นี่คือใคร...{nl}ฉันไม่รู้จักคุณ แต่...
QUEST_LV_0400_20161005_000398	{nl}You have to be careful too!{nl}They're coming to get us!	{nl}คุณต้องระมัดระวังด้วยนะ!{nl}เขากำลังเข้ามาหาเรา!
QUEST_LV_0400_20161005_000399	{nl}Please deal with those monsters...{nl}Please!	{nl}โปรดจัดการมอนสเตอร์เหล่านี้...{nl}ได้โปรด!
QUEST_LV_0400_20161005_000400	"No, no, it's over...{nl}We've all gone insane..."	ไม่...ไม่ มันมากกว่านั้น...{nl}เรากำลังจะประสาทแล้ว...
QUEST_LV_0400_20161005_000401	{nl}Why has this...{nl}Captain... Edeline...	{nl}ทำไมถึงมีนี่...{nl}กัปตัน... Edeline...
QUEST_LV_0400_20161005_000402	You've dealt with all of the monsters?{nl}What are you talking about!	คุณจัดการกับมอนสเตอร์ทั้งหมดหรือ?{nl}คุณกำลังพูดถึงอ่ะไร!
QUEST_LV_0400_20161005_000403	{nl}You're another illusion made from this curse as well...{nl}Of course...There couldn't be a person in this place could there...	{nl}คุณเป็นเพียงภาพลวงตาจากคำสาปนี้...{nl}แน่นอนว่า...นี่ไม่ใช่คนที่จะอยู่ในสถานที่แห่งนี้อย่างแน่นอน...
QUEST_LV_0400_20161005_000404	{nl}Just leave me alone and go away...{nl}Please...	{nl}เพียงแค่ปล่อยให้ฉันอยู่ตามลำพังและออกไปซะ...{nl}ได้โปรด...
QUEST_LV_0400_20161005_000405	Who are you?{nl}You don't seem to be one of the Gigho Mercenaries...	คุณคือใคร?{nl}คุณดูเหมือนจะไม่ใช่หนึ่งในกลุ่มทหารรับจ้าง Gigho Mercenaries...
QUEST_LV_0400_20161005_000406	{nl}Has Alta sent you to die in this cave as well?{nl}How did you get all the way in here?	{nl}Alta ได้ส่งคุณเพื่อไปตายในถ้ำแห่งนี้เช่นกันหรือ?{nl}คุณรู้ทุกเส้นทางในนี้ได้อย่างไร?
QUEST_LV_0400_20161005_000407	Please find Heranda!{nl}She'll be taken by them if we don't hurry!	กรุณาไปหา Heranda!{nl}เธอจะถูกนำไปโดยพวกนั้นหากเราไม่รีบไป!
QUEST_LV_0400_20161005_000408	{nl}I'll explain to you later.	{nl}ฉันจะอธิบายในภายหลัง
QUEST_LV_0400_20161005_000409	Oh no... Where could she have gone?{nl}What's that in your hands though?	โอ้ ไม่... เธอหายไปไหน?{nl}อะไรที่อยู่ในมือของคุณ?
QUEST_LV_0400_20161005_000410	These are records left by Heranda{nl}She must have fallen unconscious after suffering from illusions and fear.	นี่เป็นบันทึกที่ถูกทิ้งไว้โดย Heranda{nl}เธอหมดสติลงหลังจากทุกข์ทรมานจากภาพลวงตาและความหวาดกลัว
QUEST_LV_0400_20161005_000411	{nl}I suppose it's lucky that Heranda left these here before she was cursed.{nl}I think I'll be able to make out where the others are after reading these.	{nl}ฉันคิดว่าเป็นโชคดีที่ Heranda ออกไปจากที่นี่ก่อนที่เธอจะถูกสาป{nl}ฉันคิดว่าฉันสามารถที่จะออกไปที่ที่คนอื่นอยู่ได้หลังจากอ่านสิ่งนี้
QUEST_LV_0400_20161005_000412	{nl}She also mentions a creature that is hunting the people that have scattered due to the curse.{nl}We thought that we were save since we avoided the curse but...It seem we aren't out of the woods yet...	{nl}เธอยังคงกล่าวถึงสิ่งมีชีวิตที่ไล่ล่าผู้คนซึ่งกระจัดกระจายออกไปเพราะคำสาป {nl}พวกเราคิดว่าจะปลอดภัยหลังจากที่รอดพ้นจากคำสาปเหล่านี้แต่...ดูเหมือนพวกเราไม่สามารถออกจากป่าได้...
QUEST_LV_0400_20161005_000413	{nl}So they call this Ravinelarva outside of here.{nl}Could you deal with it to keep our people safe?	{nl}ดังนั้นเขาจึงเรียก Ravinelarva นี้ให้ออกไปจากที่นี่{nl}คุณสามารถจัดการมันเพื่อความปลอดภัยของผู้คนได้หรือไม่?
