ITEM_20150317_000001	Empty_helmet
ITEM_20150714_005496	ยาสมุนไพรที่ Chevas ได้จากบริษัท Bastille ซึ่งจะช่วยป้องกันการโจมตีจากสิ่งที่มีพิษ
ITEM_20150714_005497	รังผึ้งที่ว่างเปล่า น้ำผึ้งอยู่ไหนนะ?
ITEM_20150714_005498	Woodluwa Essence
ITEM_20150714_005499	กลิ่นหอมจาก Woodluwa สามารถทำให้รังผึ้งอ่อนนุ่มลงได้
ITEM_20150714_005500	Liverwort Cap
ITEM_20150714_005501	ส่วนแหลมขนาดใหญ่ที่ออกมาจากส่วนบนของพืช  liverwort มันมีกลิ่นแปลกๆ
ITEM_20150714_005502	Stonecon Fragment
ITEM_20150714_005503	ส่วนที่แตกออกของ Stonecon มันยังคงเคลื่อนไหวอยู่เล็กน้อย
ITEM_20150714_005504	Old Book
ITEM_20150714_005505	หนังสือเก่าจากหลุมฝังศพของคนตาย ซึ่งนักล่า Natasha อาจจะหาบางสิ่งได้จากหนังสือเล่มนี้
ITEM_20150714_005506	Seal Stamped Letter
ITEM_20150714_005507	จดหมายที่พบในหนังสือเก่าที่ถูกทิ้งไว้โดยชายที่ตายไปแล้ว มันมันประกอบด้วยคำสั่งสำหรับการลอบสังหารและผลดำเนินการ
ITEM_20150714_005508	Acylado Hydrophyte
ITEM_20150714_005509	พืชน้ำที่เจริญเติบโตในสภาพแวดล้อมที่เป็นน้ำ มันสามารถกรองและทำให้น้ำบริสุทธิ์ได้
ITEM_20150714_005510	Monastery Crystal Ball
ITEM_20150714_005511	ลูกแก้วคริสตัลที่พบในลังไม้ที่วัด ใช้เพื่อเปิดใช้งานอุปกรณ์ในหอสวดมนต์
ITEM_20150714_005512	Deodorizing Potion
ITEM_20150714_005513	น้ำยาที่ใช้สำหรับการกลบกลิ่นต่างๆ มันมีกลิ่นน้ำยาฆ่าเชื้อด้วยนะ
ITEM_20150714_005514	Tyla Monastery Scriptures
ITEM_20150714_005515	คัมภีร์ที่กระจัดกระจายโดยมอนสเตอร์บ้าคลั่ง โปรดนำมันไปให้ Mohaim
ITEM_20150717_005516	ดาบอันทรงพลังสำหรับนักดาบ
ITEM_20150717_005517	พลังอันแทนจริงของดาบเล่มนี้คือสามารถตัดทุกอย่างได้
ITEM_20150717_005518	คุณจะรับรู้ถึงประสบการณ์อันยากลำบากจากดาบ จะพบประสบการณ์ที่ดีเฉพาะจากการได้สัมผัสครั้งแรกเท่านั้น
ITEM_20150717_005519	วิญญาณของนักดาบที่ตายขณะที่มีดาบในมือได้สะท้อนให้เห็นในดามเล่มนี้
ITEM_20150717_005520	ส่วนกลมที่ปลายด้ามจับของดาบสามารถใช้แทงได้เหมือนกัน แต่ไม่มีความจำเป็นที่ต้องใช้มันหรอก
ITEM_20150717_005521	มันดูเหมือนถูกโจมตีได้ง่ายหากใช้ในการต่อสู้บนหลังม้า
ITEM_20150717_005522	ดาบทั่วไปที่ไม่มีพลังเวทมนตร์ แต่อย่างไรก็ตามหากท่านปฎิเสธพลังของดาบเล่มนี้ ท่านอาจจำได้รับอันตรายจากมันก็เป็นได้
ITEM_20150717_005523	ดาบเล่มนี้จะอยู่เคียงข้างคุณเสมอ
ITEM_20150717_005524	#NAME?
ITEM_20150717_005525	- เพิ่มค่าซ่อมแซม 100%
ITEM_20150717_005526	- มีโอกาส 2% สร้างความเสียหายเพิ่มขึ้น 600 %
ITEM_20150717_005527	บางครั้งก็แสดงให้เห็นถึงจิตวิญญาณที่แข็งแกร่งของช่างตีเหล็ก
ITEM_20150717_005528	การขายดาบเล่มนี้ต้องอาศัยเทคนิคการขายมากกว่าสมรรถภาพของตัวดาบ
ITEM_20150717_005529	- เพิ่มสกิลทั้งหมดของนักดาบ 2 หน่วย
ITEM_20150717_005530	มีพลังความแข็งแกร่งของ  Deathweaver อยู่ภายใน
ITEM_20150717_005531	มีความสามารถในการสร้างความเสียหายให้กับวิญญาณแต่ก็มีแนวโน้มที่จะสร้างความเสียหายให้ปีศาจ
ITEM_20150717_005532	ถ้าคุณสามารถจัดการกับดาบเล่มนี้ได้ มันจะเป็นเพื่อนที่ดีระหว่างการผจญภัยของคุณ
ITEM_20150717_005533	ดาบเล่มนี้มีการซึบซับประสบการณ์ของทหารชั้นยอด ไม่ว่าคุณจะเป็นทหารรับจ้างหรือไม่ ถ้าคุณสนุกกับการต่อสู้ คุณจะประทับใจในดาบเล่มนี้
ITEM_20150717_005534	ชุดดาบแห่งราชอาณาจักรจะมีการพัฒนาอยุ่เสมอเพื่อความปลอดภัยของราชอาณาจักร
ITEM_20150717_005535	ดาบเล่มนี้เป็นทีนิยมสำหรับนักรบผู้ซึ่งใช้ดาบสองมือนานมาแล้ว
ITEM_20150717_005536	มันจะยากที่จะหาตัวอย่างจริงของการประหารชีวิตด้วยดาบในประวัติศาสตร์ของอาณาจักร
ITEM_20150717_005537	พลังของดาบเล่มนี้มีเกินกว่ารูปลักษณ์ภายนอกที่เห็น
ITEM_20150717_005538	คุณมีลางสังหรณ์จากศัตรู? ดูเหมือนว่าเรื่องนี้จะยังไม่จบ
ITEM_20150717_005539	แต่เดิมอาวุธจะทำการผลิตในรูปแบบอิงตามเลเวล
ITEM_20150717_005540	หวังว่าจะมีศักยภาพของผู้ผลิตซ่อนอยู่ในอาวุธเล่มนี้
ITEM_20150717_005541	อย่าเพิกเฉยดาบเล่มนี้เพียงเพราะกลยุทธ์การขายเพราะพวกเขาไม่ได้ใช้ชั้นเชิงในการขายมากเพราะดาบไม่มีข้อเสียใดๆ
ITEM_20150717_005542	-  มีโอกาส 2% เพิ่มพลังป้องกันเวทใน 15 วินาทีหลังจากที่ได้รับความเสียหายเวท
ITEM_20150717_005543	หากคุณพร้อมที่จะเผชิญกับความตาย จงชักดาบเล่มนี้ออกมา
