QUEST_LV_0100_20150317_000001	Sentinel	Sentinel
QUEST_LV_0100_20150323_006524	Arrived at Akmens Ridge and Rolanda is waiting for you. Talk to Rolanda to find the legacy of the Great King Zachariel.	ถึง Akmens Ridge แล้วและ Rolanda กำลังรอคุณอยู่ ลองคุยกับ Rolanda เพื่อตามหามรดกของ Great King Zachariel
QUEST_LV_0100_20150323_006525	Archaeologist Dezek's status is getting worse. Cable car managers might have the antidote. Ask if others in Akmens Ridge have the antidote.	สถานะของ Archaeologist Dezek กำลังเลวร้ายขึ้น ผู้จัดการรถรางน่าจะมียาแก้พิษอยู่ หรือลองถามคนอื่นใน Akmens Ridge ดูเผื่อเขาจะมียาแก้พิษ
QUEST_LV_0100_20150323_006526	Release all seals of Tiltas Valley	ปลดผนึกทุกอันใน Tiltas Valley
QUEST_LV_0100_20150323_006527	Take the key from Overlong Bridge Valley and use the map from Akmens Ridge to release all seals of Awaiting Stone Bridge.	นำกุญแจจาก Overlong Bridge Valley ไปและใช้แผนที่จาก Akmens Ridge เพื่อปลดผนึกทุกอันใน Awaiting Stone Bridge
QUEST_LV_0100_20150323_006528	Enter the entrance to Royal Mausoleum in Zachariel Crossroads	เข้าไปตามทางเข้าของ Royal Mausoleum ใน Zachariel Crossroads
QUEST_LV_0100_20150323_006529	All seals are released. Enter the Royal Mausoleum to protect the legacy of Great King Zachariel that has been guarded by the Jonas' people.	ผนึกทุกอันถูกปลดแล้ว เข้าไปใน Royal Mausoleum เพื่อปกป้องมรกดของ Great King Zachariel ซึ่งได้รับการป้องกันโดยคนของ Jonas
QUEST_LV_0100_20150323_006530	Historian Rexipher is waiting for you along the path to the Royal Mausoleum. Talk to Rexipher in Rukas Plateau.	Historian Rexipher กำลังรอคุณอยู่ที่ทางไป Royal Mausoleum คุยกับ Rexipher ที่ Rukas Plateau
QUEST_LV_0100_20150323_006531	"Thankfully, it seems as if you've protected the Sviesa Altar Seal. Go back to Cyrenia Odell."	ขอบคุณมาก ดูเหมือนว่าคุณปกป้อง Sviesa Altar Seal ไว้ได้ กลับไป Cyrenia Odell
QUEST_LV_0100_20150323_006532	Break the Sviesa Altar Seal	ทำลาย Sviesa Altar Seal
QUEST_LV_0100_20150323_006533	Epigraphist Raymond of Stele Road is waiting for someone's help.	Epigraphist Raymond แห่ง Stele Road กำลังรอความช่วยเหลือของใครสักคนอยู่
QUEST_LV_0100_20150323_006534	Watcher Rikke of Tenet Garden is waiting for someone's help.	Watcher Rikke แห่ง Tenet Garden กำลังรอความช่วยเหลือของใครสักคนอยู่
QUEST_LV_0100_20150323_006535	Watcher Erra in Tenet Garden is waiting for someone's help.	Watcher Rikke แห่ง Tenet Garden กำลังรอความช่วยเหลือของใครสักคนอยู่
QUEST_LV_0100_20150323_006536	Follower Alfonsas of Tenet Garden is waiting for someone's help.	Follower Alfonsas แห่ง Tenet Garden กำลังรอความช่วยเหลือของใครสักคนอยู่
QUEST_LV_0100_20150323_006537	Follower Algis is waiting for you at Tenet Garden.	Follower Algis กำลังรอคุณอยู่ที่ Tenet Garden
QUEST_LV_0100_20150323_006538	Rexipher kidnapped Cyrenia Odell. Follow Rexipher to the Zachariel Crossroads.	Rexipher ลักพาตัว Cyrenia Odell ไปแล้ว ตาม Rexipher ไป Zachariel Crossroads
QUEST_LV_0100_20150323_006539	Epigraphist Schmid of Stele Road is waiting for someone's help.	Epigraphist Schmid แห่ง Stele Road กำลังรอความช่วยเหลือของใครสักคนอยู่
QUEST_LV_0100_20150323_006540	Completed the Tree Dale mission for the souls wandering Escanciu Village. But the wandering soul needs something more. Find the wandering soul.	ทำภารกิจ Tree Dale ให้วิญญาณที่ร่อนเร่ใน Escanciu Village สำเร็จแล้ว แต่วิญญาณที่ร่อนเร่ต้องการบางอย่างเพิ่ม ตามหาวิญญาณที่ร่อนเร่
QUEST_LV_0100_20150323_006541	"The Highlander Master tells you to repair the wooden seal that you destroyed. To repair the seal, get woods from the Pyrent and ropes from the Red Panto Thrower in Nefritas Cliff."	Highlander Master บอกคุณให้ซ่อมผนึกไม้ที่คุณทำลายไป การซ่อมผนึกต้องใช้ไม้จาก Pyrant และเชือกจาก Red Panto Thrower ใน Nefritas Cliff
QUEST_LV_0100_20150323_006542	Neritas Cliff/Tenet Garden	Neritas Cliff/Tenet Garden
QUEST_LV_0100_20150323_006543	"The Highlander Master tells you to repair the wooden seal that you destroyed. To repair the seal, get woods from the Pyrent and ropes from the Red Panto Thrower in Nefritas Cliff."	Highlander Master บอกคุณให้ซ่อมผนึกไม้ที่คุณทำลายไป การซ่อมผนึกต้องใช้ไม้จาก Pyrant และเชือกจาก Red Panto Thrower ใน Nefritas Cliff
QUEST_LV_0100_20150323_006544	Defeat the monsters roaming around the Owl Burial Ground.	กำจัดมอนสเตอร์ที่เตล็ดเตร่ไปทั่ว Owl Burial Ground
QUEST_LV_0100_20150323_006545	James suggested a bet. Defeat the monsters in Owl Burial Ground.	James เสนอให้วางเดิมพัน กำจัดมอนสเตอร์ใน Owl Burial Ground
QUEST_LV_0100_20150323_006546	Defeat the monsters in Owl Burial Ground	กำจัดมอนสเตอร์ใน Owl Burial Ground
QUEST_LV_0100_20150323_006547	Defeat the monsters in Lemprasa Pond	กำจัดมอนสเตอร์ใน Lemprasa Pond
QUEST_LV_0100_20150323_006548	Officer Liudas say he'll give you an accessory if you defeat the monsters around. Defeat the monsters around Lemprasa Pond.	Officer Liudas บอกว่าเขาจะมอบเครื่องประดับให้คุณถ้าคุณกำจัดมอนสเตอร์แถวนี้ได้ กำจัดมอนสเตอร์รอบๆ Lemprasa Pond
QUEST_LV_0100_20150323_006549	Defeated a lot of monsters in Lemprasa Pond. Report to Offier Liudas.	กำจัดมอนสเตอร์จำนวนมากใน Lemprasa Pond รายงานต่อ Officer Liudas
QUEST_LV_0100_20150323_006550	Historian Collin wants to honor the explorers who died while exploring this area. Burn the oration in their honor in front of the epitaph at Rukas Plateau.	Historian Collin ต้องการให้เกียรติเหล่านักสำรวจที่ตายระหว่างสำรวจพื้นที่นี้ เผาคำปราศรัยเพื่อให้เกียรติวิญญาณของพวกเขาด้านหน้าจารึกบนหลุมศพที่ Rukas Plateau
QUEST_LV_0100_20150323_006551	Burned the oration in fron of the epitaph in Rukas Plateau. Report to Historian Collin.	เผาคำปราศรัยด้านหน้าจารึกบนหลุมศพที่ Rukas Plateau รายงานต่อ Historian Collin
QUEST_LV_0100_20150323_006552	Guards in Strautas are waiting for someone's help.	องครักษ์ใน Strautas กำลังรอความช่วยเหลือของใครสักคน
QUEST_LV_0100_20150323_006553	"Unlike Molly's expectations, Capria is even angrier after seeing its babies and even attacked them. Tell Molly that peace in Srautas does not seem possible."	ต่างจากที่ Molly คาดการณ์ไว้ เมื่อ Capria เห็นว่าลูกของตัวเองก็ยิ่งโกรธจัด บอก Molly ว่าความสงบสุขใน Srautas คงจะเป็นไปไม่ได้
QUEST_LV_0100_20150323_006554	Knight Commander Uska thinks the high gardens in the revelation refers to an area in Gele Plateau and told you to meet the Paladin Master.	Knight Commander Uska คิดว่าสวนระฟ้าในพระคัมภีร์หมายถึงพื้นที่ใน Gele Plateau และบอกให้คุณไปพบกับ Paladin Master
QUEST_LV_0100_20150323_006555	Watcher Basil in Gele Plateau is waiting for someone's help.	Watcher Basil แห่ง Gele Plateau กำลังรอความช่วยเหลือของใครสักคนอยู่
